일련번호,제목,작성일,내용,주소,썸네일,작성자,제목_키워드
73,성장하고 싶은 주니어 개발자를 위한 추천 도서 5권,2023.02.09.,"많은 이들이 개발자가 되고 싶어 하지만,?아이러니하게도 실력이 뛰어난 개발자는 점점 더 찾기 힘든 것이 현실이다.?대학에서 컴퓨터 공학을 전공하지 않아도,?또는 대학을 나오지 않아도 개발자가 될 수 있는 시대에서 각자가 생각하는 훌륭한 개발자가 되기 위한 덕목은 다를 것이다.?이번 글에서는 필자가 소프트웨어를 개발하며,?직접 읽어본 개발 관련 도서 중 학생이나 주니어 개발자에게 추천하고 싶은 책 5권을 소개하고자 한다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1892/image001.jpg,데브오웬,회고
74,우리집 ‘월패드’로도 사생활이 노출될 수 있다고?,2023.02.06.,"우리 삶에 정보통신기술이 접목되면서 생활 환경이 더욱 편리해지고 효율성도 향상되었지만,?사생활 침해나 2차 범죄 노출 위험이 커졌다.?주거 환경도 마찬가지다.?집 안에 기술이 더 많이 들어올수록 우리는 더 편해지지만 그만큼 보안 위험 또한 커진다. 특히 AI의 발달 등을 기존 IoT를 도입한 스마트홈을 넘어 더 편리해진 ‘지능형 스마트홈’이 주목을 받으며 그러한 위험이 더 커졌다.?이번 글에서는 지능형 스마트 홈 시대의 보안 문제와 대응 방안을 살펴보고자 한다.",https://yozm.wishket.com/magazine/detail/1886/,https://yozm.wishket.com/media/news/1886/image001.png,김보안,사생활
75,소프트웨어 설계 20년 해보고 깨달은 ‘좋은 설계’의 조건,2023.02.03.,"이 글은 제가?20여년 동안 소프트웨어 설계를 공부하고,?적용해보면서 갖게 된 믿음에 관한 글입니다.?한때 설계에 빠져 공부했고,?잘못된 믿음도 가져봤습니다.?하지만 언어와 실력이 다른 분들과 일하며 설계를 했던 경험을 비롯해 다양한 학습이 저를 설계에 관한 다른 관점으로 이끌었습니다. 이 글을 읽고 최소한 여러분은 설계에 대해 기대하지 말아야 할 것들에 대한 제 견해를 알 수 있을 것입니다.?조금 욕심을 부리자면,?적어도 한 사람 정도는 제 글을 읽고 행동에 변화가 생기는 분이 나타날 수도 있다는 기대를 갖고 글을 씁니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1884/pexels-cottonbro-studio-4709285.jpg,안영회,다음
76,코딩으로 문서 작성하는 콰르토(Quarto) 톺아보기,2023.02.02.,"이번 글에서는 문서 작성은 귀찮았지만 영리했던 과거의 누군가의 작품인, 약간만 익숙해지면 다양한 범위의 업무에서도 충분히 활용할 수 있는 문서작성 툴 콰르토(Quarto)를 소개하겠습니다. 콰르토는 R이라는 프로그래밍 언어에서 마크다운(마크다운)을 작업할 수 있게 하는 R마크다운이라는 툴의 후속작입니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1883/image009.png,애옹킴,파이썬
77,주니어 개발자를 위한 엄청 쉬운 네트워크 이야기,2023.01.26.,"저는 5년차 개발자입니다.?회사에서 신입 개발자들과 함께 일하다 보면 네트워크에 관해 모르는 분들이 많으시더군요.?저도 사실 처음에는 그랬습니다.?그런데 일을 하다 보니 주니어 개발자가 더 성장해 중니어 이상으로 도약하려면 네트워크 지식이 꼭 필요하다는 것을 알게 됐습니다. 그래서 이번 글에서는 우선 주니어 개발자가 네트워크를 알아야 하는 이유를 설명하고,?네트워크를 아예 모르는 분들도 이해할 수 있도록 쉽게 풀어 이야기해보겠습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1875/image001.jpg,Morian,개발자
78,프로그래밍의?종말,2023.01.25.,‘프로그램을?짠다’는?기존의?개념은?사라지는?방향으로?가고?있다고?봅니다.?또한?매우?특화된?응용?프로그램을?제외하고?우리에게?익숙한?형태의?소프트웨어?대부분이 ‘프로그램되는’ 대신 ‘훈련된’ AI?시스템으로?대체될?전망입니다. ‘간단한’?프로그램이?필요한?상황에서는?이러한?프로그램?자체가?손으로?코딩되는?대신 AI로?생성될?것입니다.?어차피?모든?프로그램이 GPU?클러스터상에서?매개변수?수천억?개로?구성된?모델을?실행할?필요는?없으니까요. 이게?말도?안?되는?생각이라고는?보지?않습니다.,https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1873/michael-dziedzic-qDG7XKJLKbs-unsplash.jpg,요즘IT의 번역글들,프로그램
79,개발자?영어?공부?방법과?팁,2023.01.18.,"개발자에게?영어?공부는?항상?따라다니는?숙제?같습니다.?특히?요즘?같은?글로벌?시대에?개발자에게?영어는?점점?중요한?덕목이?되어가고?있죠.?이번?글에서는?개발자로서?어떻게?영어?공부를?시작해야?할지에?대해?알아보고,?미국에서?개발자로?생활하고?있는?저의?영어?공부?팁을?공유해볼까?합니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1868/pexels-julie-sparks-11803226.jpg,곰씨네 IT 블로그,모노
80,"키워드로 살펴보는 2022 보안 사고: ②국가 안보, 금융 분야",2023.01.16.,지난 1편에서는 2022년 사이버 보안을 정리하는 4가지 키워드 중 랜섬웨어와 인공지능에 대한 공격 패러다임과 역기능의 대응 방안을 소개했다.?이번 글에서는 남은 두 가지 키워드인 국가 안보와 금융 분야에 대해 살펴보고자 한다.,https://yozm.wishket.com/magazine/detail/1864/,https://yozm.wishket.com/media/news/1864/image003.jpg,김보안,사이버보안
81,??안전한 웹을 위해 HTTPS 이해하기: ②HTTPS를 강제하는 HSTS 기술,2023.01.13.,"대부분의 웹 사이트는 보안성을 위해 HTTPS를 지원합니다. 상업적인 웹 사이트뿐만 아니라 개인 블로그까지 이제 HTTPS는 선택이 아니라 거의 강제에 가까운 옵션이라 할 수 있습니다. 최신 브라우저들은 HTTPS를 지원하지 않는 웹 사이트를 위험성이 있는 페이지로 표시하고 있으며, 검색 엔진 또한 HTTPS를 적용한 사이트를 검색 결과에 우선적으로 노출하고 있습니다. 그렇지만 아직도 HTTPS를 사용하지 않는 웹 사이트와 클라이언트는 존재합니다.?이번 글에서는?브라우저가 웹 서버와 통신 시, 무조건 HTTPS 통신을 할 수 있도록 수행하는 HSTS 기술에 대해 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1862/,https://yozm.wishket.com/media/news/1862/fly-d-mT7lXZPjk7U-unsplash.jpg,테크유람,보안
82,"개발자 컨퍼런스, 어떻게 잘 즐길 수 있을까?",2023.01.10.,"개발자로 일하다 보면 한 번쯤은 개발 컨퍼런스 소식을 접하게 되며, 때론 연사의 입장으로 컨퍼런스에 참여하는 경우도 있습니다. 이번 글에서는 참석자로서 개발 컨퍼런스를 잘 즐기기 위한 방법에 대해 참여 준비, 참여, 회고까지 3단계로 나누어 살펴보겠습니다. (*컨퍼런스 이외에도 세미나, 워크샵, 포럼, 학회, 밋업 등 세부 상황에 따라 이름은 다르지만, 이 글에서는 컨퍼런스로 통일해 사용했습니다.)",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1858/image001.png,애옹킴,구축
83,"키워드로 살펴보는 2022 보안 사고: ①공통, 기술 분야",2023.01.06.,"2022년 사이버 보안은 랜섬웨어,?인공지능,?국가안보,?가상화폐라는 4가지 키워드로 정리할 수 있다. 사이버 환경의 혼란 속에서도 인공지능,?클라우드,?블록체인 등 차세대 기술을 통해 많은 사람들이 보안 이슈 해결에 노력하고 있지만,?개인정보 침해 같은 인공지능 윤리 문제가 계속 제기되면서 사이버 생태계는 점점 더 얼어붙고 있다.?이와 관련해 총 2편에 걸쳐 2022년 보안 사고를 대표하는 4가지 키워드를 살펴보고,?사이버 보안을 강화할 수 있는 방안을 모색하고자 한다.",https://yozm.wishket.com/magazine/detail/1855/,https://yozm.wishket.com/media/news/1855/image001.png,김보안,트리
84,??안전한 웹을 위해?HTTPS 이해하기: ①HTTPS의 작동 원리,2023.01.04.,"웹에서는 내가 원하는 정보를 열람하는 것뿐만 아니라, 내가 입력한 정보를 웹 사이트를 운영하는 회사의 시스템으로 전달하는 경우도 많습니다. 예를 들어, 포털 사이트에 내 계정 정보를 입력하고 로그인하거나, 은행 사이트에 접속하여 계좌 정보를 조회해 이체하는 경우가 이에 해당합니다. 이때 웹에서 정보를 보호하기 위한 가장 기본적인 기술이?HTTPS라고 할 수 있습니다.?이번 글에서는?HTTPS가 어떤 보안 기술로 브라우저와 웹 서버 사이의 통신을 지킬 수 있는지 알아보겠습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1852/image007.jpg,테크유람,개발
85,"웹 호환성 문제, 구버전 브라우저에선 어떻게 지원할까?",2022.12.30.,"해외여행을 가면 종종 전압이 달라 맞는 어댑터를 구비하곤 합니다. 110V 콘센트에 220V 코드를 꽂을 수 없는 것처럼 호환성은 중요한 문제입니다. 이를?웹 개발에 비유하면 크롬, 엣지, 파이어폭스 등의 브라우저는 모두 다른 콘센트를 가지고 있습니다. 프론트엔드 개발자는 이러한 브라우저의 차이를 인지하고, 웹페이지가 원활하게 기능을 제공할 수 있도록 준비해야 합니다. 웹 호환성은 어떤 기기나 브라우저에서든 원활한 서비스를 제공하겠다는 원칙과도 같습니다. 각각의 브라우저는 CSS 속성, 자바스크립트 문법, 브라우저 API에 따라 조금씩 차이를 보이는데요. 이번 글에서는 구버전 브라우저에서도 실행할 수 있는 자바스크립트 웹 호환성 지원 방법을 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1848/,https://yozm.wishket.com/media/news/1848/image001.jpg,후렌치파이,안드로이드
86,주니어 개발자가 퇴사 후 공부한 것들,2022.12.27.,"흔히 개발자는 이직이 쉽다고들 말한다.?다른 직군에 비해 채용공고가 많이 보이는 것도 사실이다.?하지만 주니어 개발자에겐 쉽지 않은 일이다.?막상 이직을 시도해보면 장벽이 꽤 높다는 것을 알 수 있다.?가장 큰 장벽은 바로 면접이다.?필자는 스타트업에서 1년을 일한 후,?좀 더 큰 규모의 프로젝트를 경험해보고 싶어 이직을 시도했지만 면접에서 어려움을 겪었다.?그래서 계속 이직을 시도하기보다는 퇴사 후 공부하는 기간을 갖기로 결심했다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1842/afra-ramio-0R2lOqibKgA-unsplash.jpg,zwoo,개발자
87,나쁜 자바스크립트 작성 습관과 작별하기,2022.12.22.,"멋진 프로그래밍의 세계로 첫걸음을 내디딜 때,?우리가 하는 일이 수백만 명의 사람들에게 어떤 영향을 주는지 직접 확인하게 됩니다.?프로그래밍 덕분에 많은 사람들의 일이 단지 몇 개의 키를 누르는 것으로 해결되고 있습니다.?이것은 마법 같은 일입니다. 프로그래밍 세계에서 우리가 맡은 큰 책임은 쉽게 테스트할 수 있고,?오랫동안 유지 보수할 수 있는 코드를 작성하는 것입니다. 하지만 프로그래밍에는 우리가 작성하는 코드와 최종적으로 출시한 제품에 나쁜 영향을 주는 몇 가지 습관이 있습니다.?저는 이러한 문제들을 직접 경험해봤기 때문에 이 습관들을 왜 지양해야 하는지에 대해 공유하고자 합니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1836/image005.png,요즘IT의 번역글들,프로그래밍
88,2022 회고와 2023년 개발 트렌드 (feat.?미국 대학 석사),2022.12.20.,"다사다난 했던 2022년이 저물어가고,?어느덧 2023년이 다가오고 있습니다.?개인적으로 2022년은 정신없이 지나간 한 해였던 것 같은데요.?잠시 숨을 고르며,?이번 글을 통해 지난 한 해 개발 업무를 회고하고 2023년 웹 모바일 분야의 개발 트렌드를 점검해볼까 합니다.?아울러,?개발자로서 2023년에는 어떤 방향으로 성장해 나아갈지에 대해서도 정리해보았습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1833/image001.png,곰씨네 IT 블로그,캐시
89,?시큐어 코딩의 의미와 실천 방안: ②시큐어 코딩 점검 유형,2022.12.19.,"시큐어 코딩(secure coding)은 소프트웨어 개발 시 안전한 코드를 제작한다는 의미입니다. 또한 해킹을 비롯한 사이버 공격의 대상이 될 수 있는 소프트웨어의 보안 약점을 출시 이후가 아닌, 개발 단계에서 사전에 제거하는 일련의 보안 활동을 말합니다. 이번 글에서는 시큐어 코딩의 대표적인 7개 유형을 통해 어떻게 보안 측면에서 안전한 코드를 만들 수 있는지 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1832/,https://yozm.wishket.com/media/news/1832/image001.jpg,테크유람,보안
90,다음 11가지 언어들은 여전히 살아있나요?,2022.12.15.,"4년 전,?기업가이자 라이프 코치인 Flavian Mwasi는 11개의 프로그래밍 언어가 수명을 다했다는 내용의 글을 게시했습니다.?여러분은 오늘 소개할 11개의 프로그래밍 언어 중 몇 개를 알고 계시나요? 오늘날까지 이어온?프로그래밍 언어의 역사에서 우리는 사라져 버린 언어에 대한 애도보다는,?온고지신의 정신으로 미래를 향해 나아가야 합니다.?그리고 이러한 11개의 초창기 프로그래밍 언어가 현대 프로그래밍 언어 진화에 어떤 영향을 미쳤는지 확인해 볼 것입니다.",https://yozm.wishket.com/magazine/detail/1828/,https://yozm.wishket.com/media/news/1828/image001.png,요즘IT의 번역글들,웹 서버
91,파이썬 스트림릿으로 데이터 대시보드 만들기,2022.12.14.,"요즘 업무를 하다 보면 데이터 관련 단어들을 자주 듣습니다. 특히 데이터 리터러시란 말을 들어본 분들도 있을 것 같습니다. 정의는 상황마다 조금 다를 수 있지만, ‘현재의 상황을 파악하고, 객관적인 근거의 데이터를 기반으로 성장을 추구한다’는 맥락입니다. 데이터 리터러시의 목적은 크게 보면 조직의 이익 성장에 기여하는 것이지만, 줄여서 보면 데이터를 활용한 데이터 대시보드를 만드는 것으로 볼 수 있습니다. 이번 글에선?데이터 직군이 아니더라도 데이터를 접하며, 비교적 쉽게 따라해 볼 수 있는 파이썬 스트림릿(streamlit)으로 데이터 대시보드 만드는 방법을 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1827/,https://yozm.wishket.com/media/news/1827/스트림릿_섬네일.jpg,애옹킴,신입
92,?시큐어 코딩의 의미와 실천 방안: ①시큐어 코딩이란?,2022.12.12.,"시큐어 코딩(secure coding)은 소프트웨어 개발 시 안전한 코드를 제작한다는 의미입니다. 또한?해킹을 비롯한 사이버 공격의 대상이 될 수 있는 소프트웨어의 보안 약점을 출시 이후가 아닌,?개발 단계에서 사전에 제거하는 일련의 보안 활동을?말합니다. 이는?개발 단계뿐만 아니라 소프트웨어 개발 생명 주기의 단계별로 정해진 보안 활동을 수행하여,?결과적으로 안전한 소프트웨어를 개발 및 운영하기 위한?것입니다.",https://yozm.wishket.com/magazine/detail/1822/,https://yozm.wishket.com/media/news/1822/image001.jpg,테크유람,시큐어코딩
93,2023년 최고의 노코드 개발 도구,2022.12.08.,"앱을 만들고 있지만, 필요한 프로그래밍 전문 지식은 부족해 걱정이신가요??그렇다면 이번 글에서 최고의 노코드 개발 도구에 대해 살펴볼 예정이니 참고하시길 바랍니다. 노코드 도구를 사용하기 위해 해야 할 일은 클릭,?스크롤 및 끌어서 놓기 뿐입니다.?우리는 이러한 노코드 도구를 사용하여 원하는 것을 만들 수 있습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1819/image001.jpg,요즘IT의 번역글들,노코드
94,"모놀리식 vs 마이크로서비스, 어떤 아키텍처를 선택할까?",2022.12.02.,"모놀리식 애플리케이션은 소프트웨어 개발을 위한 기본 접근 방식이다. 그렇다면 마이크로서비스가 대세가 된 현재 모놀리식 접근 방식을 버려야 할까? 만약 모놀리식 애플리케이션에서 마이크로서비스로 전환하면 어떤 이점이 있을까? 마이크로서비스로 애플리케이션을 만들면 비즈니스의 이점은 무엇일까? 이번 글에서는 모놀리식과 마이크로서비스 아키텍처를 비교하여 장단점을 살펴보고, 비즈니스에 적합한 소프트웨어 아키텍처를 선택하는 방법에 대해 알아보자.",https://yozm.wishket.com/magazine/detail/1813/,https://yozm.wishket.com/media/news/1813/220922_요즘it-썸네일-001__4_.png,주길재,개발자
95,[여기보기] WAS?프로세스가 다진 마음은 루트와 헤어질 결심,2022.12.05.,"WAS?프로세스를 보호하려면 관리자 계정으로 구동하지 말아야 합니다.?이는 프로세스의 실행 계정이나 그룹이 root나 Administrator여서는 안 된다는 뜻입니다.?여기에서는 윈도우의 IIS(Internet Information Services),?아파치 HTTP?서버(Apache HTTP Server),?톰캣(Tomcat), 엔진엑스(NGINX),?스프링 부트(Spring Boot), Node.js의 여섯 가지 WAS에서 root?이외의 계정으로 프로세스를 실행하는 방법을 살펴봅니다.?또한 주요 프로세스의 소유권을 바꾸는 방법도 함께 살펴봅니다.",https://yozm.wishket.com/magazine/detail/1811/,https://yozm.wishket.com/media/news/1811/image001.png,넷마블 기술 블로그,WAS
96,"[여기보기] Cron과 At이 주는 자유를 위해,?실행 권한을 점검하라",2022.12.09.,"랜섬웨어나 멀웨어는 보통 침투 시점과 실제 동작하는 시점이 분리돼 있습니다.?동작 트리거로 시간 조건을 사용할 때 이 두 명령어를 활용합니다.?서버에 기본으로 설치돼 있는 명령어이므로 간편하게 실행할 수 있기 때문이죠.?만약 서버 안에서 동작할 예약 작업이 없다면,?이 두 기능 모두를 제거하는 것도 하나의 방법일 수 있습니다.?하지만 써야 하는 경우는 필연적으로 생기기 마련이므로,?허가된 사용자만 이를 실행할 수 있도록 점검하는 것이 좋습니다.",https://yozm.wishket.com/magazine/detail/1810/,https://yozm.wishket.com/media/news/1810/8821553_3995202.jpg,넷마블 기술 블로그,랜섬웨이
97,WSL2보다 더 간단하게 구축하는 멀티패스와 도커 개발 환경,2022.11.28.,"얼마 전,?도커?데스크톱?없이?구축하는 WSL2와?도커?개발?환경글을 보다가?멀티패스에서도 이 같은 방법으로 도커를 쓸 수 있으리라는 생각이 들었습니다.?아니나 다를까,?멀티패스에는 모든 것이 이미 준비돼 있었습니다. 멀티패스가 어색하신 분들도 계시므로,?간략한 해설을 추가해서 도커 개발 환경 구축 방법을 공유합니다.?이하 내용은 WSL2에 대칭되는 부분에 멀티패스를 넣는 만큼,?윈도우 환경을 기준으로 하겠습니다. (맥이나 리눅스에서도 초기 설정 방법은 크게 다르지 않습니다.)",https://yozm.wishket.com/magazine/detail/1806/,https://yozm.wishket.com/media/news/1806/220922_요즘it-썸네일-001__1_.png,넷마블 기술 블로그,효율
98,DOM?트리를 트리 자료구조로 바라보기,2022.11.24.,"HTML은 인터넷 브라우저를 위해 만들어진 파일 포맷이며,?브라우저는 HTML?문서의 태그를 인식해 사용자가 볼 수 있도록 적절하게 그려내는 기능을 가지고 있다.?브라우저는 HTML?문서를 읽을 때,?각 태그 요소들을 추출해서 나무 형태로 재조립한다.?이렇게 만들어진 나무를 DOM?트리라고 부르며,?트리는 자료구조의 일종이다.?오늘은 이러한 DOM?트리를 트리 자료구조의 측면에서 살펴보고자 한다.",https://yozm.wishket.com/magazine/detail/1803/,https://yozm.wishket.com/media/news/1803/image003.png,zwoo,도커
99,"개발팀 퇴근시간을 앞당겨줄 Git, Github 팁",2022.11.21.,베테랑 개발자로 유명한 조엘 스폴스키는 사람이 일에 몰입하는데 걸리는 시간이 약 15분이라고 말합니다. 그리고 개발자는 평균 11분을 못 넘기고 몰입을 방해받는다고 합니다. 하루 종일 일을 하더라도 실제 몰입할 수 있는 시간은 많지 않다는 이야기입니다. 그렇지만 회사에는 몰입을 방해한다고 미뤄서는 안 될 일들이 있습니다. 이 글에서는 개발자들의 협업 중 일어날 수 있는 일을 중심으로 깃(Git) 과 깃허브(Github)가 문제 해결에 어떤 도움을 줄 수 있는지 알아보겠습니다.,https://yozm.wishket.com/magazine/detail/1796/,https://yozm.wishket.com/media/news/1796/NEW1.png,후렌치파이,활용
100,안드로이드 코루틴의 개념과 사용법,2022.11.18.,"코루틴(Coroutine)은 일종의 가벼운 스레드(Light-weight thread)로 동시성(Concurrency)?작업을 간편하게 처리할 수 있게 해주는 역할을 합니다.?안드로이드 개발에서는 코틀린 코루틴(Kotlin Coroutine)을 통해 UI?스레드가 중단되는 문제를 효율적으로 처리할 수 있는데요.?이번 글에서는 코루틴에 대한 기본 개념을 알아보고,?안드로이드에서의 코틀린 코루틴 사용 방법과 안티 패턴(Anti-Pattern)을 정리해보았습니다.",https://yozm.wishket.com/magazine/detail/1793/,https://yozm.wishket.com/media/news/1793/image001.jpg,곰씨네 IT 블로그,개발자
101,CTO는 어떤 일을 하나요?,2022.11.17.,"CTO의 역할에 대해서는 많은 공방과 토론이 있습니다. 예를 들면 CTO가 코드를 작성하는지, CTO의 업무 일정이 제작자로서의 일정인지 아니면 관리자로서의 일인지, 더불어 CTO가 인터뷰에 참여하는지와 같은 경우입니다. 본문을 통해 CTO는 조직에서 어떤 일을 해야 하는지, CTO의 역할에 대해 살펴보도록 하겠습니다.",https://yozm.wishket.com/magazine/detail/1791/,https://yozm.wishket.com/media/news/1791/image001.gif,요즘IT의 번역글들,압축
102,Data-Driven하게 일하는 법,2022.11.11.,"최근 ‘데이터 드리븐(Data-Driven)’을 추구하는 회사가 늘어나고 있습니다. 쿠팡처럼 데이터 드리븐으로 성공한 케이스가 나오고, 여러 매체에 관련 단어가 자주 노출되면서 기업 성공의 필수 요소처럼 느껴졌기 때문입니다. 그렇지만 ‘데이터가 중요하다’라는 것만 알뿐, 정작 ‘데이터 드리븐하다’라는 것이 무엇인지 명확하게 잘 모르는 경우가 많습니다. 이번 글에서는 데이터 드리븐이란 무엇이고 데이터를 중심으로 일하려면 어떻게 해야 하는지 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1785/,https://yozm.wishket.com/media/news/1785/image001.png,freak analyst,인터뷰
103,CORS가 캐시를 만났을 때,2022.11.14.,개발자라면 한 번쯤 CORS(Cross-Origin Resource Sharing)?정책 위반 에러를 경험하게 됩니다.?대부분 CORS?헤더를 추가하는 것만으로 해결할 수 있습니다.?다만 캐시를 사용할 경우 예상치 못한 상황을 경험할 수 있습니다.?어떤 문제들이 있고 어떤 식으로 해결할 수 있을지 살펴보겠습니다.,https://yozm.wishket.com/magazine/detail/1782/,https://yozm.wishket.com/media/news/1782/image001.jpg,화해팀,스크럼
104,기업이 IT 보안을 위해 꼭 준비해야 하는 보안 시스템,2022.11.10.,"다양한 IT 보안 위협 중 특히 웹 애플리케이션 공격과 디도스 공격으로부터 데이터 센터를 보호하기 위한 기본 보안 시스템이 세 가지가 있습니다. 셋 다 역할은 비슷하지만, 기능과 쓰임새는 각각 다릅니다. 오늘은 세 가지 보안 시스템의 각기 다른 역할과 어떻게 조합해서 사용할 수 있는지를 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1781/,https://yozm.wishket.com/media/news/1781/220922_요즘it-썸네일-001__25_.png,테크유람,인터뷰
105,웹 서버와 WAS(Web Application Server),2022.11.09.,"웹 서버는 정적인 데이터를 처리하는 서버입니다.?이미지나 단순 html?같은 정적인 리소스들을 전달하며, WAS만을 이용할 때보다 빠르고 안정적으로 기능을 수행합니다. 반면 WAS는 동적인 데이터를 위주로 처리하는 서버입니다. DB와 연결되어 사용자와 데이터를 주고받고,?조작이 필요한 경우 WAS를 활용합니다.",https://yozm.wishket.com/magazine/detail/1780/,https://yozm.wishket.com/media/news/1780/220922_요즘it-썸네일-001__23_.png,pxd Story,안전
106,신입 개발자를 위한 완벽한 온보딩 가이드,2022.11.08.,"관리자로서 신입 개발자가 회사 문화에 적응하고, 새로운 역할을 성공적으로 수행할 수 있도록 돕는 것은 여러분의 몫입니다. 신입 개발자의 첫 출근 시점부터 이들의 발전을 위해 투자하면 조직에서 장기적인 성공을 거둘 수 있습니다. 이를 위해 가장 좋은 방법은 개발자 온보딩(Onboarding) 가이드를 세우는 것입니다. 제대로 설계된 온보딩 가이드를 따른다면, 신입 개발자가 새로운 역할에 적응하고 조직에서 성공하도록 도울 수 있습니다.",https://yozm.wishket.com/magazine/detail/1778/,https://yozm.wishket.com/media/news/1778/bottom-view-plan-written-black-notepad-lupa-keyboard-binder-clip-pen-black-background.jpg,요즘IT의 번역글들,랜섬웨어
107,도커 데스크톱 없이 구축하는 WSL2와 도커 개발 환경,2022.11.07.,"도커 데스크톱은 단순히 설치와 환경 설정 편의만을 위한 프로그램이 아닙니다.?개발과 운영을 위해 필요한 많은 요소를 품고 있습니다.?그럼에도 불구하고,?이런저런 사정이 엮여 도커 데스크톱을 쓰긴 힘들고 도커 엔진이면 충분하신 분들이 계시리라 생각합니다.?그분들께 WSL2와 도커 엔진을 엮어 네이티브 도커처럼 쓰는 방법을 공유합니다.",https://yozm.wishket.com/magazine/detail/1776/,https://yozm.wishket.com/media/news/1776/220922_요즘it-썸네일-001__16_.png,넷마블 기술 블로그,데이터
108,Etag를 이용하여 더 나은 Restful API 만들기,2022.11.04.,요즘 웹 개발자라면 Restful API를 한 번쯤 다뤄본 경험이 있을 것입니다. HTTP 사양의 주요 저자 이자 REST를 세상에 처음 알린 ‘로이 필딩(Roy Fielding)이 주장하는 REST 아키텍처 구성요소는 잘 몰라도 HTTP를 이용해 원하는 데이터를 URI로 호출하여 JSON 등의 문서 포맷으로 데이터를 주고받는다는 내용은 알고 있을 정도니까요.,https://yozm.wishket.com/magazine/detail/1772/,https://yozm.wishket.com/media/news/1772/image003.png,Jay Ahn,웹
109,영리한 개발자와 현명한 개발자의 차이점,2022.11.03.,"대부분의 개발자는 코드 작성에 있어서는 영리하지만, 여러 상황에서 영리함은 강점이자 약점일 수 있습니다. 상식과 물정에 밝고 경험이 풍부하다면, 개발자가 문제를 해결하기보다 피하는 데 도움이 될 수 있습니다. 언제 코드가 필요한지, 언제 요구 사항을 거부해야 할지를 알기 때문입니다. 침묵할 때, 싸울 때, 도망가서 숨을 때를 알기 때문에 현명한(시니어) 개발자는 영리한(주니어) 개발자보다 유리합니다.",https://yozm.wishket.com/magazine/detail/1769/,https://yozm.wishket.com/media/news/1769/image001.jpg,요즘IT의 번역글들,랜섬웨어
110,[여기보기] 누구나 아는 기본 계정명은 비밀이 아니다,2022.10.31.,"기본 계정명과 패스워드를 유지했다가 관리자 콘솔의 정보가 유출되는 경우 WAS와 관련된 모든 권한이 노출되어 대규모 보안 사고가 발생할 수 있습니다. 기본 계정명은 그대로 두고 패스워드만 바꿀 때도 ‘무작위 대입 공격’ 등으로 패스워드를 비교적 쉽게 알아낼 수 있으므로 보안 사고가 발생할 가능성이 높습니다. 그래서 우분투와 아파치 톰캣(Apache Tomcat, 이하 톰캣)을 기반으로 관리자 콘솔의 기본 보안 관리 방법을 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1765/,https://yozm.wishket.com/media/news/1765/image001.png,넷마블 기술 블로그,개발자
111,RxJS 한번 배워보실래요?,2022.10.24.,"RxJS를 배우고 있거나 처음인 분들을 위해 어려운 개념들에 대해 조금 더 이해를 높일 수 있는 중요한 내용들을 한번 적어보았습니다. RxJS의 강의나 교과서적인 내용보다는 개인적으로 RxJS를 이해하고 나서 알게 된 인사이트를 바탕으로 재해석한 글입니다. 지금 RxJS를 공부 중인 개발자에게 조금 더 와닿을 것 같으며, 아예 모르는 분들은 그냥 흥미로 읽어도 괜찮습니다.",https://yozm.wishket.com/magazine/detail/1753/,https://yozm.wishket.com/media/news/1753/image027.png,테오의 프론트엔드,Java
